id,gender,region,city,age,edu_degree,major,inistitute
163108405,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,الإعلام والإتصال,جامعة الإمام محمد بن سعود الإسلامية
163175512,ذكر,عسير,ابها,30.0,البكالوريوس أو ما يعادلها,الإحصاء ,جامعة الملك خالد
166757534,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة كهربائية,جامعة الملك فهد للبترول و المعادن
169012651,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,تسويق,جامعة الملك سعود
161215801,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك فهد للبترول و المعادن
162921749,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك عبد العزيز
169957150,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,موارد بشرية,جامعة الامير محمد بن فهد
164180472,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,طب أسنان,جامعة الملك عبد العزيز
168543174,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة كهربائية,جامعة الملك فهد للبترول و المعادن
171552368,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة الإمام محمد بن سعود الإسلامية
170188689,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,طب بشري,جامعة الملك سعود بن عبد العزيز للعلوم الصحية
170944514,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة صناعية,جامعة الأعمال و التكنولوجيا
164842098,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,علم النفس,جامعة حائل 
173252408,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة الملك فيصل 
166036906,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,علوم حاسب,جامعة الأمير سطام بن عبد العزيز
166889282,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة كهربائية,جامعة الملك سعود
170849337,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,طب أسنان,جامعة القصيم
172875544,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة الملك فيصل 
163240735,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة القصيم
162132067,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,الكيمياء,جامعة طيبة
165879050,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة الملك فيصل 
166367374,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,تسويق,جامعة الملك سعود
162061213,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك فهد للبترول و المعادن
173252638,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,مالية,جامعة الملك فيصل 
162572141,ذكر,لا يوجد,لا يوجد,29.0,دبلوم تقني أو ما يعادله,تقنية المعلومات,جامعة الأميره نوره بنت عبد الرحمن
163226697,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة مدنية,جامعة المجمعة 
169315441,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,قانون,جامعة الإمام محمد بن سعود الإسلامية
163849406,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة صناعية,جامعة جازان 
165214323,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,لغات وترجمة - انجليزي,جامعة القصيم
173338235,ذكر,لا يوجد,لا يوجد,30.0,الماجستير أو ما يعادلها,موارد بشرية,جامعة الملك سعود
166518065,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,طب بيطري,جامعة الملك فيصل 
160929605,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,علم النفس,جامعة الإمام محمد بن سعود الإسلامية
160757327,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الامير محمد بن فهد
164711090,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة الملك فيصل 
172841425,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,علم الاجتماع,جامعة الملك عبد العزيز
168473194,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,صحة المجتمع,جامعة الملك فيصل 
164092498,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة كهربائية,جامعة الامير محمد بن فهد
166994128,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة الإمام محمد بن سعود الإسلامية
163939525,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,تقنية المعلومات,جامعة تبوك 
171177020,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة تبوك 
171167087,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,الإعلام والإتصال,جامعة الملك سعود
173189019,ذكر,لا يوجد,لا يوجد,30.0,الماجستير أو ما يعادلها,عمارة وتخطيط,جامعة الملك سعود
161879696,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,مالية,جامعة الملك عبد العزيز
166140884,ذكر,لا يوجد,لا يوجد,29.0,الماجستير أو ما يعادلها,هندسة كهربائية,جامعة الملك فهد للبترول و المعادن
164708082,ذكر,لا يوجد,لا يوجد,28.0,دبلوم تقني أو ما يعادله,نظم معلومات,جامعة طيبة
172857959,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,صيدلة,جامعة القصيم
168376354,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة كيميائية,جامعة الملك فهد للبترول و المعادن
163063106,ذكر,الرياض,الرياض,29.0,البكالوريوس أو ما يعادلها,لغات وترجمة - فرنسي,جامعة الأمير سطام بن عبد العزيز
165063617,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,موارد بشرية,جامعة الامير محمد بن فهد
162934569,ذكر,لا يوجد,لا يوجد,30.0,الماجستير أو ما يعادلها,قانون,جامعة دار العلوم
164224453,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,الكيمياء,جامعة حائل 
163937134,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة كهربائية,جامعة الملك عبد العزيز
165149675,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,موارد بشرية,جامعة الإمام محمد بن سعود الإسلامية
162163697,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,الفيزياء,جامعة القصيم
169456008,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,الفقه وأصوله,جامعة الملك سعود
167692277,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,علوم طبية تطبيقية,جامعة المجمعة 
162424763,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,طب أسنان,جامعة الأمير سطام بن عبد العزيز
161619028,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,تربية خاصة,جامعة القصيم
170838902,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,القرآن وعلومه,جامعة القصيم
162127510,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة تبوك 
162425670,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,الرياضيات,جامعة القصيم
167267197,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة مدنية,جامعة الإمام محمد بن سعود الإسلامية
166578054,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,المناهج وطرق التدريس,جامعة الإمام محمد بن سعود الإسلامية
165630713,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,هندسة مدنية,جامعة المجمعة 
167471763,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,موارد بشرية,جامعة الملك فيصل 
161957743,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,الإعلام والإتصال,جامعة الملك سعود
162732576,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة مدنية,جامعة الملك عبد العزيز
171533474,ذكر,لا يوجد,لا يوجد,30.0,دبلوم تقني أو ما يعادله,علوم حاسب,جامعة أم القرى 
169863826,ذكر,لا يوجد,لا يوجد,29.0,دبلوم تقني أو ما يعادله,مالية,جامعة تبوك 
170976053,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,مالية,جامعة اليمامة 
160841903,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إدارة عامة,جامعة الملك عبد العزيز
167016045,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,الإعلام والإتصال,جامعة أم القرى 
162358530,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,البيئة والمصادر الطبيعية,جامعة الملك فيصل 
172343834,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,صيدلة,جامعة القصيم
162716432,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة جازان 
166778446,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة الملك خالد
161345426,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك فهد للبترول و المعادن
162210470,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة كهربائية,جامعة الملك سعود
164339053,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,تربية خاصة,جامعة تبوك 
172396193,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة القصيم
172682612,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,طب أسنان,جامعة الأمير سطام بن عبد العزيز
162478242,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,الفقه وأصوله,جامعة الملك خالد
168754943,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة الملك فيصل 
164069774,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,الشريعة,جامعة الإمام محمد بن سعود الإسلامية
161985937,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,علوم حاسب,جامعة طيبة
168782489,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,الشريعة,جامعة القصيم
165502322,ذكر,لا يوجد,لا يوجد,28.0,تعليم تقني عالي أو ما يعادله,موارد بشرية,جامعة الملك فيصل 
166992894,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك سعود
161750816,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك عبد العزيز
161947463,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,هندسة حاسب,جامعة القصيم
162141139,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك فهد للبترول و المعادن
172890884,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,طب بشري,جامعة الملك سعود
168514780,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الامير محمد بن فهد
168102049,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,إقتصاد,جامعة أم القرى 
169990303,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إدارة عامة,جامعة الإمام محمد بن سعود الإسلامية
161094680,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة مدنية,جامعة الإمام محمد بن سعود الإسلامية
163379722,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,الشريعة,جامعة الإمام محمد بن سعود الإسلامية
162273283,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إقتصاد,جامعة الإمام محمد بن سعود الإسلامية
170800734,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,طب بشري,جامعة القصيم
167212748,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,الفقه وأصوله,جامعة حائل 
162656044,ذكر,المنطقة الشرقية,القطيف,28.0,البكالوريوس أو ما يعادلها,علوم حاسب,جامعة الامير محمد بن فهد
172854685,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك فهد للبترول و المعادن
161839721,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,عمارة وتخطيط,جامعة الدمام
162478682,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,تسويق,جامعة الملك عبد العزيز
166975619,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,الرياضيات,جامعة طيبة
168241171,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,نظم معلومات,جامعة الأعمال و التكنولوجيا
171494184,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,إدارة عامة,جامعة الفيصل 
160925614,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة الامير محمد بن فهد
169721255,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة القصيم
169319763,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,تسويق,جامعة الأمير سلطان 
170695155,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة الملك سعود
171071366,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك عبد العزيز
164081112,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,صيدلة,جامعة الملك سعود
168626423,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,إدارة عامة,جامعة الملك عبد العزيز
170891299,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,تربية بدنية,جامعة الملك فيصل 
170082727,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,هندسة كهربائية,جامعة الأمير سطام بن عبد العزيز
163209748,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,هندسة مدنية,جامعة المجمعة 
163779809,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك فيصل 
163063164,ذكر,الرياض,الرياض,28.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة الإمام محمد بن سعود الإسلامية
163306863,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,صيدلة,جامعة القصيم
170238189,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,مالية,جامعة القصيم
160944851,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,طب بشري,جامعة تبوك 
161155706,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,موارد بشرية,جامعة الامير محمد بن فهد
163213153,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,لغة عربية,جامعة الإمام محمد بن سعود الإسلامية
172669219,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,صيدلة,جامعة نجران
168275866,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,صيدلة,جامعة القصيم
166715306,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,صيدلة,جامعة القصيم
171844825,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,مالية,جامعة الفيصل 
169847653,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة أم القرى 
168248089,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة الملك فيصل 
165767661,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة مدنية,جامعة المجمعة 
163499565,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,هندسة مدنية,جامعة الملك فهد للبترول و المعادن
162614493,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,مالية,جامعة اليمامة 
161916124,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,قانون,جامعة الجوف
163139677,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك فيصل 
163202142,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,قانون,جامعة الإمام محمد بن سعود الإسلامية
166249256,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,الرياضيات,جامعة طيبة
168182590,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,اللغة الإنجليزية - معلمين,جامعة بيشة
172043276,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,الرياضيات,جامعة الأمير سطام بن عبد العزيز
164147822,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,الشريعة,جامعة أم القرى 
167487321,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,لغات وترجمة - اللسانيات ودراسا,جامعة شقراء
172175970,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,لغات وترجمة - انجليزي,جامعة الملك خالد
168720065,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,لغات وترجمة - انجليزي,جامعة الملك خالد
166668488,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك فهد للبترول و المعادن
171323260,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,تربية إسلامية,جامعة طيبة
168390019,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة الإمام محمد بن سعود الإسلامية
161453770,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,مالية,جامعة الإمام محمد بن سعود الإسلامية
168632676,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة الملك عبد العزيز
162569122,ذكر,لا يوجد,لا يوجد,28.0,دبلوم تقني أو ما يعادله,محاسبة,جامعة القصيم
163981765,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,علم النفس,جامعة الإمام محمد بن سعود الإسلامية
162053074,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة الملك فيصل 
169588133,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,تسويق,جامعة الملك خالد
162119319,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,العقيدة,جامعة الإمام محمد بن سعود الإسلامية
164950024,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,هندسة حاسب,جامعة أم القرى 
171652591,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,لغات وترجمة - انجليزي,جامعة القصيم
163233953,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,هندسة كهربائية,جامعة الملك عبد العزيز
162791940,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,قانون,جامعة الملك سعود
163124260,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,الرياضيات,جامعة شقراء
172415901,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,مالية,جامعة الإمام محمد بن سعود الإسلامية
169812600,ذكر,لا يوجد,لا يوجد,30.0,البكالوريوس أو ما يعادلها,مالية,جامعة الامير محمد بن فهد
163061316,ذكر,الرياض,الرياض,28.0,البكالوريوس أو ما يعادلها,محاسبة,جامعة الملك فيصل 
166714463,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة الامير محمد بن فهد
161227226,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,علوم طبية تطبيقية,جامعة الملك سعود
161264023,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,صيدلة,جامعة الملك سعود بن عبد العزيز للعلوم الصحية
166962061,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,طب بيطري,جامعة القصيم
162158169,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,إدارة عامة,جامعة الملك عبد العزيز
168901553,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,صحة المجتمع,جامعة الباحة
171506077,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,عمارة وتخطيط,جامعة الملك فهد للبترول و المعادن
172388490,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,هندسة كهربائية,جامعة الملك عبد العزيز
172161828,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة الإمام محمد بن سعود الإسلامية
166634937,ذكر,لا يوجد,لا يوجد,27.0,دبلوم تقني أو ما يعادله,نظم معلومات,جامعة طيبة
168346964,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,هندسة البرمجيات,جامعة الأعمال و التكنولوجيا
163570243,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,لغة عربية,جامعة تبوك 
171641680,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,علاج طبيعي,جامعة المجمعة 
171321122,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,هندسة صناعية,جامعة الملك فهد للبترول و المعادن
173021516,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,موارد بشرية,جامعة الملك عبد العزيز
163236939,ذكر,لا يوجد,لا يوجد,27.0,الدكتوراه أو ما يعادلها,أحياء,جامعة الباحة
160943600,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,الإعلام والإتصال,جامعة الملك سعود
169842232,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,الشبكات والإتصالات,جامعة الملك سعود
166489688,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,هندسة ميكانيكية,جامعة الملك فهد للبترول و المعادن
173095727,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,تربية خاصة,جامعة الحدود الشمالية 
162202019,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,قانون,جامعة الإمام محمد بن سعود الإسلامية
165913275,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,الإدارة الصحية,جامعة الملك عبد العزيز
162108612,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,الكيمياء,جامعة الملك سعود
173196866,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,هندسة صناعية,جامعة الملك عبد العزيز
168106179,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,إدارة أعمال,جامعة الإمام محمد بن سعود الإسلامية
165784431,ذكر,لا يوجد,لا يوجد,28.0,البكالوريوس أو ما يعادلها,العلوم الإجتماعية – معلمين,جامعة الإمام محمد بن سعود الإسلامية
163395561,ذكر,لا يوجد,لا يوجد,27.0,دبلوم تقني أو ما يعادله,نظم معلومات,جامعة نجران
172057996,ذكر,لا يوجد,لا يوجد,27.0,البكالوريوس أو ما يعادلها,الشريعة,جامعة الإمام محمد بن سعود الإسلامية
163600029,ذكر,لا يوجد,لا يوجد,29.0,البكالوريوس أو ما يعادلها,نظم معلومات,جامعة جازان 
